entidad,relacion,objetos,context_line
Richard_Gómez,ocupacion,Futbolista,Richard_Gómez se desempeña como Futbolista
Richard_Hidalgo,ocupacion,Beisbolista,Richard_Hidalgo se desempeña como Beisbolista
Richard_Ochoa,ocupacion,Ciclista,Richard_Ochoa se desempeña como Ciclista
Richard_Ortiz,ocupacion,Futbolista,Richard_Ortiz se desempeña como Futbolista
Richard_Perdomo,ocupacion,Entrenador,Richard_Perdomo se desempeña como Entrenador
Richard_Ramos,ocupacion,Luchador,Richard_Ramos se desempeña como Luchador
Richard_Rodríguez,ocupacion,Futbolista,Richard_Rodríguez se desempeña como Futbolista
Richard_Salinas,ocupacion,Entrenador,Richard_Salinas se desempeña como Entrenador
Richardson_Smith,ocupacion,Futbolista,Richardson_Smith se desempeña como Futbolista
Rigoberta_Menchú,ocupacion,Escritor,Rigoberta_Menchú se desempeña como Escritor
Rigoberto_Cabezas,ocupacion,Periodista,Rigoberto_Cabezas se desempeña como Periodista
Rigoberto_Fuentes,ocupacion,Futbolista,Rigoberto_Fuentes se desempeña como Futbolista
Rigoberto_Guzmán,ocupacion,Entrenador,Rigoberto_Guzmán se desempeña como Entrenador
Rigoberto_Gómez,ocupacion,Futbolista,Rigoberto_Gómez se desempeña como Futbolista
Rigoberto_Padilla,ocupacion,Entrenador,Rigoberto_Padilla se desempeña como Entrenador
Rigoberto_Paredes,ocupacion,Escritor,Rigoberto_Paredes se desempeña como Escritor
Rigoberto_Rojas,ocupacion,Futbolista,Rigoberto_Rojas se desempeña como Futbolista
Rigoberto_Salas,ocupacion,Futbolista,Rigoberto_Salas se desempeña como Futbolista
Rigoberto_Urán,ocupacion,Ciclista,Rigoberto_Urán se desempeña como Ciclista
Rigoman,ocupacion,Cantante,Rigoman se desempeña como Cantante
Rihanna_Ferrara,ocupacion,Politico,Rihanna_Ferrara se desempeña como Politico
Riley_Tanner,ocupacion,Futbolista,Riley_Tanner se desempeña como Futbolista
Rimber_Mendoza,ocupacion,Futbolista,Rimber_Mendoza se desempeña como Futbolista
Rinaldo_Cruzado,ocupacion,Futbolista,Rinaldo_Cruzado se desempeña como Futbolista
Rita_Lecumberri,ocupacion,Escritor,Rita_Lecumberri se desempeña como Escritor
Rita_Marley,ocupacion,Cantante,Rita_Marley se desempeña como Cantante
Rita_Montaner,ocupacion,Pianista,Rita_Montaner se desempeña como Pianista
Robbie_Matute,ocupacion,Futbolista,Robbie_Matute se desempeña como Futbolista
Robeisy_Ramírez,ocupacion,Boxeador,Robeisy_Ramírez se desempeña como Boxeador
Robel_Bernárdez,ocupacion,Entrenador,Robel_Bernárdez se desempeña como Entrenador
Robert_Alfonso,ocupacion,Boxeador,Robert_Alfonso se desempeña como Boxeador
Robert_Frucht,ocupacion,Matematico,Robert_Frucht se desempeña como Matematico
Robert_Mesías,ocupacion,Futbolista,Robert_Mesías se desempeña como Futbolista
Robert_Pérez,ocupacion,Beisbolista,Robert_Pérez se desempeña como Beisbolista
Roberto_Acuña,ocupacion,Futbolista,Roberto_Acuña se desempeña como Futbolista
Roberto_Agramonte,ocupacion,Politico,Roberto_Agramonte se desempeña como Politico
Roberto_Ampuero,ocupacion,Guionista,Roberto_Ampuero se desempeña como Guionista
Roberto_Arias,ocupacion,Politico,Roberto_Arias se desempeña como Politico
Roberto_Arlt,ocupacion,Escritor,Roberto_Arlt se desempeña como Escritor
Roberto_Armijo,ocupacion,Escritor,Roberto_Armijo se desempeña como Escritor
Roberto_Ayala,ocupacion,Futbolista,Roberto_Ayala se desempeña como Futbolista
Roberto_Bailey,ocupacion,Futbolista,Roberto_Bailey se desempeña como Futbolista
Roberto_Beracochea,ocupacion,Escritor,Roberto_Beracochea se desempeña como Escritor
Roberto_Bolaño,ocupacion,Escritor,Roberto_Bolaño se desempeña como Escritor
Roberto_Bonomi,ocupacion,Ingeniero,Roberto_Bonomi se desempeña como Ingeniero
Roberto_Cabañas,ocupacion,Futbolista,Roberto_Cabañas se desempeña como Futbolista
Roberto_Chen,ocupacion,Futbolista,Roberto_Chen se desempeña como Futbolista
Roberto_Cortés,ocupacion,Futbolista,Roberto_Cortés se desempeña como Futbolista
Roberto_Galicia,ocupacion,Pintor,Roberto_Galicia se desempeña como Pintor
Roberto_Gayón,ocupacion,Futbolista,Roberto_Gayón se desempeña como Futbolista
Roberto_Granados,ocupacion,Nadador,Roberto_Granados se desempeña como Nadador
Roberto_Kelly,ocupacion,Beisbolista,Roberto_Kelly se desempeña como Beisbolista
Roberto_Manrique,ocupacion,Actor,Roberto_Manrique se desempeña como Actor
Roberto_Matta,ocupacion,Escultor,Roberto_Matta se desempeña como Escultor
Roberto_Mañalich,ocupacion,Esgrimista,Roberto_Mañalich se desempeña como Esgrimista
Roberto_Micheletti,ocupacion,Politico,Roberto_Micheletti se desempeña como Politico
Roberto_Mieres,ocupacion,Regatista,Roberto_Mieres se desempeña como Regatista
Roberto_Mina,ocupacion,Futbolista,Roberto_Mina se desempeña como Futbolista
Roberto_Palacios,ocupacion,Futbolista,Roberto_Palacios se desempeña como Futbolista
Roberto_Petagine,ocupacion,Beisbolista,Roberto_Petagine se desempeña como Beisbolista
Roberto_Quistial,ocupacion,Ciclista,Roberto_Quistial se desempeña como Ciclista
Roberto_Rivas,ocupacion,Futbolista,Roberto_Rivas se desempeña como Futbolista
Roberto_Rojas,ocupacion,Entrenador,Roberto_Rojas se desempeña como Entrenador
Roberto_Rosales,ocupacion,Futbolista,Roberto_Rosales se desempeña como Futbolista
Roberto_Sariguella,ocupacion,Futbolista,Roberto_Sariguella se desempeña como Futbolista
Roberto_Silva,ocupacion,Entrenador,Roberto_Silva se desempeña como Entrenador
Roberto_Skyers,ocupacion,Atleta,Roberto_Skyers se desempeña como Atleta
Roberto_Taylor,ocupacion,Futbolista,Roberto_Taylor se desempeña como Futbolista
Roberto_Villanueva,ocupacion,Escritor,Roberto_Villanueva se desempeña como Escritor
Roberto_Vásquez,ocupacion,Boxeador,Roberto_Vásquez se desempeña como Boxeador
Roberto_D'Aubuisson,ocupacion,Politico,Roberto_D'Aubuisson se desempeña como Politico
Robin_Ramírez,ocupacion,Futbolista,Robin_Ramírez se desempeña como Futbolista
Robinson_Canó,ocupacion,Beisbolista,Robinson_Canó se desempeña como Beisbolista
Robinson_Guevara,ocupacion,Futbolista,Robinson_Guevara se desempeña como Futbolista
Roby_Norales,ocupacion,Futbolista,Roby_Norales se desempeña como Futbolista
Rocio_Peralta,ocupacion,Ciclista,Rocio_Peralta se desempeña como Ciclista
Roderick_Esquivel,ocupacion,Medico,Roderick_Esquivel se desempeña como Medico
Rodger_Bumpass,ocupacion,Actor,Rodger_Bumpass se desempeña como Actor
Rodi_Ferreira,ocupacion,Entrenador,Rodi_Ferreira se desempeña como Entrenador
Rodney_Wallace,ocupacion,Futbolista,Rodney_Wallace se desempeña como Futbolista
Rodolfo_Abularach,ocupacion,Pintor,Rodolfo_Abularach se desempeña como Pintor
Rodolfo_Caicedo,ocupacion,Poeta,Rodolfo_Caicedo se desempeña como Poeta
Rodolfo_Chiari,ocupacion,Politico,Rodolfo_Chiari se desempeña como Politico
Rodolfo_Dubó,ocupacion,Futbolista,Rodolfo_Dubó se desempeña como Futbolista
Rodolfo_Espada,ocupacion,Baloncestista,Rodolfo_Espada se desempeña como Baloncestista
Rodolfo_Espinosa,ocupacion,Actor,Rodolfo_Espinosa se desempeña como Actor
Rodolfo_Gamarra,ocupacion,Entrenador,Rodolfo_Gamarra se desempeña como Entrenador
Rodolfo_Godoy,ocupacion,Futbolista,Rodolfo_Godoy se desempeña como Futbolista
Rodolfo_Herrera,ocupacion,Futbolista,Rodolfo_Herrera se desempeña como Futbolista
Rodolfo_Holzmann,ocupacion,Compositor,Rodolfo_Holzmann se desempeña como Compositor
Rodolfo_Muñoz,ocupacion,Futbolista,Rodolfo_Muñoz se desempeña como Futbolista
Rodolfo_Parker,ocupacion,Abogado,Rodolfo_Parker se desempeña como Abogado
Rodolfo_Ramírez,ocupacion,Badmintonista,Rodolfo_Ramírez se desempeña como Badmintonista
Rodolfo_Ruiz,ocupacion,Futbolista,Rodolfo_Ruiz se desempeña como Futbolista
Rodolfo_Vega,ocupacion,Futbolista,Rodolfo_Vega se desempeña como Futbolista
Rodolfo_Villalobos,ocupacion,Ciclista,Rodolfo_Villalobos se desempeña como Ciclista
Rodrigo_Asturias,ocupacion,Politico,Rodrigo_Asturias se desempeña como Politico
Rodrigo_Barrera,ocupacion,Entrenador,Rodrigo_Barrera se desempeña como Entrenador
Rodrigo_Bascuñán,ocupacion,Escritor,Rodrigo_Bascuñán se desempeña como Escritor
Rodrigo_Cordero,ocupacion,Entrenador,Rodrigo_Cordero se desempeña como Entrenador
Rodrigo_Díaz,ocupacion,Nadador,Rodrigo_Díaz se desempeña como Nadador
Rodrigo_González,ocupacion,Guitarrista,Rodrigo_González se desempeña como Guitarrista
Rodrigo_Leal,ocupacion,Nadador,Rodrigo_Leal se desempeña como Nadador
Rodrigo_Millar,ocupacion,Futbolista,Rodrigo_Millar se desempeña como Futbolista
Rodrigo_Palacio,ocupacion,Futbolista,Rodrigo_Palacio se desempeña como Futbolista
Rodrigo_Rivera,ocupacion,Futbolista,Rodrigo_Rivera se desempeña como Futbolista
Rodrigo_Rojas,ocupacion,Futbolista,Rodrigo_Rojas se desempeña como Futbolista
Rodrigo_Roncero,ocupacion,Medico,Rodrigo_Roncero se desempeña como Medico
Rodrigo_Tello,ocupacion,Futbolista,Rodrigo_Tello se desempeña como Futbolista
Rodrigo_Tona,ocupacion,Empresario,Rodrigo_Tona se desempeña como Empresario
Rodrigo_Valenzuela,ocupacion,Futbolista,Rodrigo_Valenzuela se desempeña como Futbolista
Rodrigo_Ávila,ocupacion,Politico,Rodrigo_Ávila se desempeña como Politico
Rodrigo,ocupacion,Actor,Rodrigo se desempeña como Actor
Rodulfo_Manzo,ocupacion,Entrenador,Rodulfo_Manzo se desempeña como Entrenador
Rogelio_Delgado,ocupacion,Entrenador,Rogelio_Delgado se desempeña como Entrenador
Rogelio_Flores,ocupacion,Futbolista,Rogelio_Flores se desempeña como Futbolista
Rogelio_Marcelo,ocupacion,Boxeador,Rogelio_Marcelo se desempeña como Boxeador
Rogelio_Sotela,ocupacion,Escritor,Rogelio_Sotela se desempeña como Escritor
Roger_Alier,ocupacion,Escritor,Roger_Alier se desempeña como Escritor
Roger_Lindo,ocupacion,Escritor,Roger_Lindo se desempeña como Escritor
Roger_Mayorga,ocupacion,Futbolista,Roger_Mayorga se desempeña como Futbolista
Roger_Mejía,ocupacion,Futbolista,Roger_Mejía se desempeña como Futbolista
Roger_Miret,ocupacion,Cantante,Roger_Miret se desempeña como Cantante
Roger_Muñoz,ocupacion,Baloncestista,Roger_Muñoz se desempeña como Baloncestista
Roger_Rojas,ocupacion,Futbolista,Roger_Rojas se desempeña como Futbolista
Roger_Soler,ocupacion,Atleta,Roger_Soler se desempeña como Atleta
Rogerio_Leichtweis,ocupacion,Entrenador,Rogerio_Leichtweis se desempeña como Entrenador
Rolando_Blackburn,ocupacion,Futbolista,Rolando_Blackburn se desempeña como Futbolista
Rolando_Blackman,ocupacion,Baloncestista,Rolando_Blackman se desempeña como Baloncestista
Rolando_Castellón,ocupacion,Artista,Rolando_Castellón se desempeña como Artista
Rolando_Chilavert,ocupacion,Entrenador,Rolando_Chilavert se desempeña como Entrenador
Rolando_Fonseca,ocupacion,Futbolista,Rolando_Fonseca se desempeña como Futbolista
Rolando_Frazer,ocupacion,Baloncestista,Rolando_Frazer se desempeña como Baloncestista
Rolando_González,ocupacion,Ciclista,Rolando_González se desempeña como Ciclista
Rolando_Gómez,ocupacion,Atleta,Rolando_Gómez se desempeña como Atleta
Rolando_Mendoza,ocupacion,Deportista,Rolando_Mendoza se desempeña como Deportista
Rolando_Molina,ocupacion,Actor,Rolando_Molina se desempeña como Actor
Rolando_Ovando,ocupacion,Ciclista,Rolando_Ovando se desempeña como Ciclista
Rolando_Palacios,ocupacion,Velocista,Rolando_Palacios se desempeña como Velocista
Rolando_Serrano,ocupacion,Entrenador,Rolando_Serrano se desempeña como Entrenador
Rolando_Steiner,ocupacion,Escritor,Rolando_Steiner se desempeña como Escritor
Rolando_Vera,ocupacion,Maratonista,Rolando_Vera se desempeña como Maratonista
Rolando_Villazón,ocupacion,Actor,Rolando_Villazón se desempeña como Actor
Romary_Rifka,ocupacion,Atleta,Romary_Rifka se desempeña como Atleta
Romell_Quioto,ocupacion,Futbolista,Romell_Quioto se desempeña como Futbolista
Romeo_Gongora,ocupacion,Videoartista,Romeo_Gongora se desempeña como Videoartista
Romildo_Etcheverry,ocupacion,Entrenador,Romildo_Etcheverry se desempeña como Entrenador
Rommel_Fernández,ocupacion,Futbolista,Rommel_Fernández se desempeña como Futbolista
Rommel_Murillo,ocupacion,Futbolista,Rommel_Murillo se desempeña como Futbolista
Román_Arrieta,ocupacion,Futbolista,Román_Arrieta se desempeña como Futbolista
Román_González,ocupacion,Boxeador,Román_González se desempeña como Boxeador
Román_Peña,ocupacion,Compositor,Román_Peña se desempeña como Compositor
Román_Torres,ocupacion,Futbolista,Román_Torres se desempeña como Futbolista
Ron_Chernow,ocupacion,Escritor,Ron_Chernow se desempeña como Escritor
Ron_Howard,ocupacion,Baloncestista,Ron_Howard se desempeña como Baloncestista
Ronald_Bennett,ocupacion,Atleta,Ronald_Bennett se desempeña como Atleta
Ronald_Gamarra,ocupacion,Juez,Ronald_Gamarra se desempeña como Juez
Ronald_Huth,ocupacion,Futbolista,Ronald_Huth se desempeña como Futbolista
Ronald_Pimentel,ocupacion,Futbolista,Ronald_Pimentel se desempeña como Futbolista
Ronald_Vargas,ocupacion,Futbolista,Ronald_Vargas se desempeña como Futbolista
Ronald_Villalta,ocupacion,Futbolista,Ronald_Villalta se desempeña como Futbolista
Ronney_Mora,ocupacion,Futbolista,Ronney_Mora se desempeña como Futbolista
Ronnie_Aguilar,ocupacion,Baloncestista,Ronnie_Aguilar se desempeña como Baloncestista
Ronnier_Mendieta,ocupacion,Luchador,Ronnier_Mendieta se desempeña como Luchador
Ronny_Paulino,ocupacion,Beisbolista,Ronny_Paulino se desempeña como Beisbolista
Ronny_Santos,ocupacion,Futbolista,Ronny_Santos se desempeña como Futbolista
Rony_Flores,ocupacion,Futbolista,Rony_Flores se desempeña como Futbolista
Rony_García,ocupacion,Futbolista,Rony_García se desempeña como Futbolista
Rony_Morales,ocupacion,Entrenador,Rony_Morales se desempeña como Entrenador
Rony_Padilla,ocupacion,Compositor,Rony_Padilla se desempeña como Compositor
Roque_Dalton,ocupacion,Escritor,Roque_Dalton se desempeña como Escritor
Roque_Vallejos,ocupacion,Escritor,Roque_Vallejos se desempeña como Escritor
Rorys_Aragón,ocupacion,Futbolista,Rorys_Aragón se desempeña como Futbolista
Rosa_Inés,ocupacion,Escritor,Rosa_Inés se desempeña como Escritor
Rosa_Markmann,ocupacion,Politico,Rosa_Markmann se desempeña como Politico
Rosa_Smester,ocupacion,Escritor,Rosa_Smester se desempeña como Escritor
Rosalina_Tuyuc,ocupacion,Politico,Rosalina_Tuyuc se desempeña como Politico
Rosalinda_Bueso,ocupacion,Politico,Rosalinda_Bueso se desempeña como Politico
Rosalío_Cortés,ocupacion,Politico,Rosalío_Cortés se desempeña como Politico
Rosario_Aguilar,ocupacion,Escritor,Rosario_Aguilar se desempeña como Escritor
Rosario_Castellanos,ocupacion,Profesor_Universitario,Rosario_Castellanos se desempeña como Profesor_Universitario
Rosario_Green,ocupacion,Economista,Rosario_Green se desempeña como Economista
Rosario_Murillo,ocupacion,Escritor,Rosario_Murillo se desempeña como Escritor
Rosendo_Martínez,ocupacion,Farmaceutico,Rosendo_Martínez se desempeña como Farmaceutico
Rosendo_Álvarez,ocupacion,Boxeador,Rosendo_Álvarez se desempeña como Boxeador
Rosita_Serrano,ocupacion,Actor,Rosita_Serrano se desempeña como Actor
Rosman_García,ocupacion,Beisbolista,Rosman_García se desempeña como Beisbolista
Rosmeri_Marval,ocupacion,Actor,Rosmeri_Marval se desempeña como Actor
Rossana_Lacayo,ocupacion,Guionista,Rossana_Lacayo se desempeña como Guionista
Roxana_Webb,ocupacion,Locutor,Roxana_Webb se desempeña como Locutor
Roxanna_Somoza,ocupacion,Influencer,Roxanna_Somoza se desempeña como Influencer
Roy_Barahona,ocupacion,Nadador,Roy_Barahona se desempeña como Nadador
Roy_Myers,ocupacion,Entrenador,Roy_Myers se desempeña como Entrenador
Roy_Myrie,ocupacion,Futbolista,Roy_Myrie se desempeña como Futbolista
Rubilio_Castillo,ocupacion,Futbolista,Rubilio_Castillo se desempeña como Futbolista
Rubinsky_Rbk,ocupacion,Cantante,Rubinsky_Rbk se desempeña como Cantante
Rubén_Arosemena,ocupacion,Politico,Rubén_Arosemena se desempeña como Politico
Rubén_Bermúdez,ocupacion,Compositor,Rubén_Bermúdez se desempeña como Compositor
Rubén_Blades,ocupacion,Actor,Rubén_Blades se desempeña como Actor
Rubén_Darío,ocupacion,Escritor,Rubén_Darío se desempeña como Escritor
Rubén_Douglas,ocupacion,Baloncestista,Rubén_Douglas se desempeña como Baloncestista
Rubén_Escobar,ocupacion,Futbolista,Rubén_Escobar se desempeña como Futbolista
Rubén_Garcés,ocupacion,Baloncestista,Rubén_Garcés se desempeña como Baloncestista
Rubén_González,ocupacion,Compositor,Rubén_González se desempeña como Compositor
Rubén_Guevara,ocupacion,Entrenador,Rubén_Guevara se desempeña como Entrenador
Rubén_Guifarro,ocupacion,Entrenador,Rubén_Guifarro se desempeña como Entrenador
Rubén_Hernández,ocupacion,Jockey,Rubén_Hernández se desempeña como Jockey
Rubén_Licona,ocupacion,Futbolista,Rubén_Licona se desempeña como Futbolista
Rubén_Maldonado,ocupacion,Entrenador,Rubén_Maldonado se desempeña como Entrenador
Rubén_Quijada,ocupacion,Futbolista,Rubén_Quijada se desempeña como Futbolista
Rubén_Selmán,ocupacion,Entrenador,Rubén_Selmán se desempeña como Entrenador
Rubén_Soberón,ocupacion,Esgrimista,Rubén_Soberón se desempeña como Esgrimista
Rubén_Tejada,ocupacion,Beisbolista,Rubén_Tejada se desempeña como Beisbolista
Rudel_Calero,ocupacion,Futbolista,Rudel_Calero se desempeña como Futbolista
Rudis_Corrales,ocupacion,Futbolista,Rudis_Corrales se desempeña como Futbolista
Rudolf_González,ocupacion,Futbolista,Rudolf_González se desempeña como Futbolista
Rudy_Dawson,ocupacion,Futbolista,Rudy_Dawson se desempeña como Futbolista
Rudy_Pemberton,ocupacion,Beisbolista,Rudy_Pemberton se desempeña como Beisbolista
Rudy_Sarzo,ocupacion,Guitarrista_Bajo,Rudy_Sarzo se desempeña como Guitarrista_Bajo
Rudy_Youngblood,ocupacion,Actor,Rudy_Youngblood se desempeña como Actor
Rufino_Lecca,ocupacion,Futbolista,Rufino_Lecca se desempeña como Futbolista
Rumarda_Urbáez,ocupacion,Investigador,Rumarda_Urbáez se desempeña como Investigador
Ruth_Mendoza,ocupacion,Futbolista,Ruth_Mendoza se desempeña como Futbolista
Ruth_Montenegro,ocupacion,Compositor,Ruth_Montenegro se desempeña como Compositor
Ruth_Shady,ocupacion,Profesor_Universitario,Ruth_Shady se desempeña como Profesor_Universitario
Rutilio_Grande,ocupacion,Sacerdote_Catolico,Rutilio_Grande se desempeña como Sacerdote_Catolico
Ruz,ocupacion,Caricaturista,Ruz se desempeña como Caricaturista
Róbinson_Zapata,ocupacion,Futbolista,Róbinson_Zapata se desempeña como Futbolista
Róger_Flores,ocupacion,Entrenador,Róger_Flores se desempeña como Entrenador
Rómulo_Betancourt,ocupacion,Abogado,Rómulo_Betancourt se desempeña como Abogado
Rómulo_Gallegos,ocupacion,Escritor,Rómulo_Gallegos se desempeña como Escritor
Rónald_González,ocupacion,Ciclista,Rónald_González se desempeña como Ciclista
Rónald_Gómez,ocupacion,Entrenador,Rónald_Gómez se desempeña como Entrenador
Rúsvel_Saravia,ocupacion,Futbolista,Rúsvel_Saravia se desempeña como Futbolista
Sabina_Berman,ocupacion,Guionista,Sabina_Berman se desempeña como Guionista
Sabrina_Salvador,ocupacion,Actor,Sabrina_Salvador se desempeña como Actor
Saby_Kamalich,ocupacion,Actor,Saby_Kamalich se desempeña como Actor
Sadia_Argueta,ocupacion,Politico,Sadia_Argueta se desempeña como Politico
Saguier_Carreras,ocupacion,Entrenador,Saguier_Carreras se desempeña como Entrenador
Said_David,ocupacion,Futbolista,Said_David se desempeña como Futbolista
Saira_Martinez,ocupacion,Ciclista,Saira_Martinez se desempeña como Ciclista
Salomón_Gómez,ocupacion,Actor,Salomón_Gómez se desempeña como Actor
Salomón_Nazar,ocupacion,Entrenador,Salomón_Nazar se desempeña como Entrenador
Salomón_Rondón,ocupacion,Futbolista,Salomón_Rondón se desempeña como Futbolista
Salvador_Cabañas,ocupacion,Futbolista,Salvador_Cabañas se desempeña como Futbolista
Salvador_Cabezas,ocupacion,Futbolista,Salvador_Cabezas se desempeña como Futbolista
Salvador_Contreras,ocupacion,Compositor,Salvador_Contreras se desempeña como Compositor
Salvador_Coreas,ocupacion,Futbolista,Salvador_Coreas se desempeña como Futbolista
Salvador_Dubois,ocupacion,Entrenador,Salvador_Dubois se desempeña como Entrenador
Salvador_Flores,ocupacion,Futbolista,Salvador_Flores se desempeña como Futbolista
Salvador_Infante,ocupacion,Ajedrecista,Salvador_Infante se desempeña como Ajedrecista
Salvador_Jovellanos,ocupacion,Abogado,Salvador_Jovellanos se desempeña como Abogado
Salvador_Machado,ocupacion,Politico,Salvador_Machado se desempeña como Politico
Salvador_Mariona,ocupacion,Entrenador,Salvador_Mariona se desempeña como Entrenador
Salvador_Mendieta,ocupacion,Escritor,Salvador_Mendieta se desempeña como Escritor
Salvador_Mira,ocupacion,Atleta,Salvador_Mira se desempeña como Atleta
Salvador_Morales,ocupacion,Futbolista,Salvador_Morales se desempeña como Futbolista
Salvador_Piñeiro,ocupacion,Sacerdote_Catolico,Salvador_Piñeiro se desempeña como Sacerdote_Catolico
Salvador_Salguero,ocupacion,Entrenador,Salvador_Salguero se desempeña como Entrenador
Salvador_Sturla,ocupacion,Compositor,Salvador_Sturla se desempeña como Compositor
Salvador_Villalba,ocupacion,Futbolista,Salvador_Villalba se desempeña como Futbolista
Salvador_Zubirán,ocupacion,Medico,Salvador_Zubirán se desempeña como Medico
Salvadora_Debayle,ocupacion,Socialite,Salvadora_Debayle se desempeña como Socialite
Samadhi_Zendejas,ocupacion,Actor,Samadhi_Zendejas se desempeña como Actor
Samantha_Black,ocupacion,Luchador_Profesional,Samantha_Black se desempeña como Luchador_Profesional
Samir_Arzú,ocupacion,Futbolista,Samir_Arzú se desempeña como Futbolista
Samir_Taylor,ocupacion,Futbolista,Samir_Taylor se desempeña como Futbolista
Samira_Martinez,ocupacion,Ciclista,Samira_Martinez se desempeña como Ciclista
Sammy_Morales,ocupacion,Actor,Sammy_Morales se desempeña como Actor
Sammy_Sosa,ocupacion,Beisbolista,Sammy_Sosa se desempeña como Beisbolista
Samuel_Aguilar,ocupacion,Futbolista,Samuel_Aguilar se desempeña como Futbolista
Samuel_Cabrera,ocupacion,Ciclista,Samuel_Cabrera se desempeña como Ciclista
Samuel_Castillo,ocupacion,Futbolista,Samuel_Castillo se desempeña como Futbolista
Samuel_Córdova,ocupacion,Futbolista,Samuel_Córdova se desempeña como Futbolista
Samuel_Sentini,ocupacion,Futbolista,Samuel_Sentini se desempeña como Futbolista
Samuel_Trigueros,ocupacion,Guionista,Samuel_Trigueros se desempeña como Guionista
Samuel_Wilson,ocupacion,Futbolista,Samuel_Wilson se desempeña como Futbolista
Sandra_Cisneros,ocupacion,Escritor,Sandra_Cisneros se desempeña como Escritor
Sandra_Pleyl,ocupacion,Ciclista,Sandra_Pleyl se desempeña como Ciclista
Sandra_Ramos,ocupacion,Activista,Sandra_Ramos se desempeña como Activista
Sandra_Silvera,ocupacion,Pintor,Sandra_Silvera se desempeña como Pintor
Sandra_Torres,ocupacion,Politico,Sandra_Torres se desempeña como Politico
Santiago_Acasiete,ocupacion,Entrenador,Santiago_Acasiete se desempeña como Entrenador
Santiago_Argüello,ocupacion,Escritor,Santiago_Argüello se desempeña como Escritor
Santiago_Benítez,ocupacion,Entrenador,Santiago_Benítez se desempeña como Entrenador
Santiago_Bonilla,ocupacion,Futbolista,Santiago_Bonilla se desempeña como Futbolista
Santiago_Botero,ocupacion,Ciclista,Santiago_Botero se desempeña como Ciclista
Santiago_Calle,ocupacion,Futbolista,Santiago_Calle se desempeña como Futbolista
Santiago_Casilla,ocupacion,Beisbolista,Santiago_Casilla se desempeña como Beisbolista
Santiago_Cortés,ocupacion,Futbolista,Santiago_Cortés se desempeña como Futbolista
Santiago_Giraldo,ocupacion,Tenista,Santiago_Giraldo se desempeña como Tenista
Santiago_Irala,ocupacion,Futbolista,Santiago_Irala se desempeña como Futbolista
Santiago_Llaver,ocupacion,Politico,Santiago_Llaver se desempeña como Politico
Santiago_Mellado,ocupacion,Atleta,Santiago_Mellado se desempeña como Atleta
Santiago_Rojas,ocupacion,Futbolista,Santiago_Rojas se desempeña como Futbolista
Santiago_Salcedo,ocupacion,Futbolista,Santiago_Salcedo se desempeña como Futbolista
Santiago_Solari,ocupacion,Entrenador,Santiago_Solari se desempeña como Entrenador
Santiago_Zambrano,ocupacion,Badmintonista,Santiago_Zambrano se desempeña como Badmintonista
Santo_Alcalá,ocupacion,Beisbolista,Santo_Alcalá se desempeña como Beisbolista
Santo_Manzanillo,ocupacion,Beisbolista,Santo_Manzanillo se desempeña como Beisbolista
Santos_Cabrera,ocupacion,Futbolista,Santos_Cabrera se desempeña como Futbolista
Santos_Dominici,ocupacion,Medico,Santos_Dominici se desempeña como Medico
Santos_Jorge,ocupacion,Compositor,Santos_Jorge se desempeña como Compositor
Santos_López,ocupacion,Politico,Santos_López se desempeña como Politico
Santos_Rivera,ocupacion,Futbolista,Santos_Rivera se desempeña como Futbolista
Sara_Schaerer,ocupacion,Escritor,Sara_Schaerer se desempeña como Escritor
Sara_Torres,ocupacion,Musico,Sara_Torres se desempeña como Musico
Sara_Tunes,ocupacion,Compositor,Sara_Tunes se desempeña como Compositor
Sarbelio_Navarrete,ocupacion,Abogado,Sarbelio_Navarrete se desempeña como Abogado
Saturnino_Cerrato,ocupacion,Politico,Saturnino_Cerrato se desempeña como Politico
Saturnino_Laspiur,ocupacion,Juez,Saturnino_Laspiur se desempeña como Juez
Saturnino_Osorio,ocupacion,Futbolista,Saturnino_Osorio se desempeña como Futbolista
Saturnino_Rustrián,ocupacion,Ciclista,Saturnino_Rustrián se desempeña como Ciclista
Sayri_Toruño,ocupacion,Futbolista,Sayri_Toruño se desempeña como Futbolista
Saúl_Marin,ocupacion,Actor,Saúl_Marin se desempeña como Actor
Saúl_Martínez,ocupacion,Futbolista,Saúl_Martínez se desempeña como Futbolista
Saúl_Molina,ocupacion,Entrenador,Saúl_Molina se desempeña como Entrenador
Saúl_Phillips,ocupacion,Entrenador,Saúl_Phillips se desempeña como Entrenador
Schafik_Hándal,ocupacion,Politico,Schafik_Hándal se desempeña como Politico
Scharllette_Allen,ocupacion,Baloncestista,Scharllette_Allen se desempeña como Baloncestista
Sebastian_Avila,ocupacion,Baloncestista,Sebastian_Avila se desempeña como Baloncestista
Sebastian_Bogado,ocupacion,Baloncestista,Sebastian_Bogado se desempeña como Baloncestista
Sebastian_Bosquez,ocupacion,Baloncestista,Sebastian_Bosquez se desempeña como Baloncestista
Sebastián_Cordero,ocupacion,Guionista,Sebastián_Cordero se desempeña como Guionista
Sebastián_Miranda,ocupacion,Futbolista,Sebastián_Miranda se desempeña como Futbolista
Sebastián_Picton,ocupacion,Baloncestista,Sebastián_Picton se desempeña como Baloncestista
